Customer_ID,Month,Electricity_Consumption_kWh,Previous_Month_Consumption,Peak_Consumption,Off_Peak_Consumption,Voltage,Current,Power_Factor,Meter_Age,Number_of_Meter_Readings,Location_Type,Customer_Type,Theft_Flag_GroundTruth,Average_Consumption_3_Months,Average_Consumption_6_Months
C00172,1,269.22,,188.11,81.11,219.83,1.954,0.87,3,30,Urban,Residential,0,,
C00642,3,794.05,646.33,586.96,207.09,227.73,5.165,0.938,13,28,Semi-Urban,Commercial,0,568.55,568.55
C00499,2,339.04,278.0,248.56,90.49,221.64,2.181,0.974,13,30,Urban,Residential,0,278.0,278.0
C00161,2,133.34,109.5,75.87,57.47,233.56,0.94,0.843,17,29,Urban,Residential,0,109.5,109.5
C00482,4,384.6,340.03,232.54,152.07,226.54,2.491,0.947,8,29,Urban,Residential,0,315.75666666666666,315.75666666666666
C00503,4,1100.32,948.4,741.35,358.97,224.0,8.154,0.837,0,30,Semi-Urban,Commercial,0,871.3566666666666,871.3566666666666
C00557,3,250.74,215.18,163.13,87.62,219.81,1.6,0.99,10,29,Semi-Urban,Residential,0,250.84,250.84
C01018,4,301.28,285.48,214.66,86.62,233.61,2.059,0.87,4,29,Semi-Urban,Residential,0,250.49666666666667,250.49666666666667
C01041,6,178.92,198.89,109.57,69.35,232.47,1.138,0.94,10,28,Urban,Residential,0,190.09,173.73
C01214,5,206.21,172.57,118.13,88.07,232.43,1.3,0.948,11,29,Urban,Residential,0,178.46666666666667,178.66
C01073,3,253.85,215.09,145.43,108.41,232.06,1.58,0.961,1,30,Urban,Residential,0,215.43,215.43
C01167,2,132.48,108.37,73.35,59.13,216.1,0.895,0.951,13,30,Urban,Residential,0,108.37,108.37
C00123,4,300.42,274.19,189.65,110.77,232.89,1.958,0.915,10,30,Urban,Residential,0,229.56000000000003,229.56000000000003
C00734,3,136.81,125.8,98.85,37.96,229.59,0.9,0.92,4,28,Urban,Residential,0,127.63999999999999,127.63999999999999
C00241,1,298.26,,217.48,80.78,234.61,2.027,0.871,14,30,Urban,Residential,0,,
C01469,5,165.72,73.54,99.86,65.85,226.1,,0.868,16,30,Semi-Urban,Residential,0,128.65666666666667,126.045
C01438,1,302.13,,212.12,90.01,243.49,1.931,0.893,15,28,Semi-Urban,Residential,0,,
C00480,2,709.7,658.33,399.5,310.2,228.04,4.873,0.887,9,30,Urban,Commercial,0,658.33,658.33
C00665,3,883.04,860.57,540.24,342.8,233.16,5.825,0.903,4,29,Urban,Commercial,0,786.745,786.745
C00153,5,301.94,281.55,195.02,106.92,226.31,2.09,0.887,14,29,Urban,Residential,0,239.25666666666666,244.8225
C01370,3,248.71,213.96,152.3,96.42,233.18,1.576,0.94,17,29,Urban,Residential,0,217.805,217.805
C01285,3,2376.24,1985.28,1656.41,719.82,235.69,15.619,0.897,11,29,Rural,Industrial,0,2044.025,2044.025
C00682,4,446.06,362.02,273.24,172.82,227.8,3.122,0.871,16,28,Semi-Urban,Residential,0,325.05333333333334,325.05333333333334
C01445,2,137.48,145.26,90.87,46.61,230.78,0.886,0.934,5,30,Semi-Urban,Residential,0,145.26,145.26
C01298,3,1012.16,845.11,626.73,385.43,234.89,6.469,0.925,7,28,Urban,Commercial,0,831.1800000000001,831.1800000000001
C00463,1,177.52,,115.65,61.87,222.4,1.208,0.918,10,28,Semi-Urban,Residential,0,,
C00271,5,305.51,282.74,169.26,136.26,229.28,2.133,0.868,12,28,Semi-Urban,Residential,0,267.28,251.85750000000002
C01305,5,691.07,484.56,453.42,237.65,,4.611,0.934,13,30,Urban,Commercial,0,482.3866666666667,464.015
C00137,6,311.3,373.16,220.57,90.73,229.19,1.993,0.946,10,29,Semi-Urban,Residential,0,303.77333333333337,275.848
C00228,6,2942.28,2849.34,1953.13,989.16,232.63,20.128,0.873,1,29,Rural,Industrial,0,2840.713333333333,2776.6059999999998
C00619,5,145.64,157.47,88.7,56.94,233.46,0.994,0.872,4,30,Urban,Residential,0,147.46666666666667,144.2775
C01486,1,164.58,,121.63,42.94,223.17,1.129,0.907,2,30,Urban,Residential,0,,
C00232,3,169.31,217.45,122.53,46.78,231.77,1.072,0.946,7,29,Urban,Residential,1,222.69,222.69
C00142,5,373.97,415.97,218.56,155.41,231.49,2.412,0.93,10,30,Urban,Residential,0,375.50333333333333,364.6075
C00167,5,341.41,370.17,216.14,125.26,234.89,2.218,0.91,18,29,Rural,Residential,0,281.72333333333336,279.4675
C01225,2,370.47,448.09,253.41,117.06,230.19,2.409,0.928,17,30,Urban,Commercial,0,448.09,448.09
C01226,3,142.6,116.82,100.85,41.75,225.52,1.047,0.839,6,29,Urban,Residential,0,110.63,110.63
C00686,5,1016.49,1056.87,596.11,420.38,223.63,6.641,0.951,18,29,Urban,Commercial,0,889.0766666666667,873.915
C00273,6,190.32,140.35,131.31,59.01,236.06,1.187,0.943,5,29,Semi-Urban,Residential,0,135.95,144.29000000000002
C00278,6,271.87,293.78,160.5,111.37,223.77,1.974,0.855,9,28,Urban,Residential,0,289.78,247.848
C00765,6,233.93,220.74,168.17,65.76,231.54,1.495,0.938,3,29,Semi-Urban,Residential,0,199.54999999999998,189.206
C00529,6,323.5,269.92,192.77,130.72,227.38,2.084,0.948,11,30,Urban,Residential,0,273.25,258.726
C01254,5,342.56,339.38,215.34,127.22,226.17,2.324,0.905,18,29,Semi-Urban,Residential,0,250.31000000000003,261.9075
C00225,4,155.4,115.71,113.19,42.2,223.04,1.047,0.924,4,28,Urban,Residential,0,118.38666666666666,118.38666666666666
C01286,3,173.51,130.68,107.18,66.33,234.45,1.038,0.99,16,30,Rural,Residential,0,144.22,144.22
C00539,3,279.32,259.89,205.3,74.03,230.23,1.973,0.854,4,29,Semi-Urban,Residential,0,237.425,237.425
C01201,6,168.82,155.57,113.15,55.67,219.84,1.186,0.899,7,29,Urban,Residential,0,160.39,153.246
C01163,2,151.13,116.17,103.69,47.44,226.29,0.989,0.938,14,30,Urban,Residential,0,116.17,116.17
C01267,1,282.61,,164.22,118.39,228.56,1.957,0.878,8,28,Rural,Residential,0,,
C00798,2,307.24,335.1,190.48,116.76,224.98,2.057,0.922,9,28,Semi-Urban,Residential,0,335.1,335.1
C01287,2,693.75,667.4,390.42,303.33,226.86,4.591,0.925,1,29,Semi-Urban,Commercial,0,667.4,667.4
C00539,5,311.41,296.78,223.01,88.4,234.15,2.072,0.891,4,30,Semi-Urban,Residential,0,278.66333333333336,262.7375
C00951,5,2067.71,658.5,1427.9,639.8,236.38,13.518,0.899,0,30,Rural,Industrial,0,1411.956666666667,1503.08
C01346,6,180.52,213.45,130.35,50.17,237.01,1.188,0.89,7,29,Urban,Residential,0,206.14000000000001,187.31799999999998
C00118,2,290.81,263.0,188.64,102.17,235.13,1.905,0.902,11,30,Semi-Urban,Residential,0,263.0,263.0
C00851,6,902.23,852.37,595.37,306.86,233.05,5.81,0.925,11,29,Rural,Commercial,0,762.0566666666667,765.016
C01313,4,1225.11,1118.79,765.49,459.62,233.44,8.601,0.847,13,29,Urban,Commercial,0,979.9366666666666,979.9366666666666
C00549,4,335.27,345.4,185.9,149.37,234.81,2.162,0.917,18,30,Urban,Residential,0,304.6033333333333,304.6033333333333
C00613,2,139.16,137.3,83.39,55.77,227.57,0.967,0.878,5,29,Semi-Urban,Residential,0,137.3,137.3
C00402,3,354.99,282.68,208.93,146.06,238.05,2.429,0.853,4,28,Urban,Residential,0,309.975,309.975
C01444,2,318.86,272.82,236.01,82.85,226.43,2.275,0.86,18,30,Urban,Residential,0,272.82,272.82
C00222,2,155.34,130.86,88.68,66.66,235.79,0.996,0.919,2,29,Urban,Residential,0,130.86,130.86
C01451,6,290.93,285.15,212.75,78.18,233.49,1.864,0.928,11,30,Urban,Residential,0,274.6933333333333,239.902
C00963,2,277.01,265.38,163.56,113.45,236.65,1.754,0.927,11,29,Urban,Residential,0,265.38,265.38
C01016,6,279.56,320.38,162.73,116.82,229.83,2.054,0.823,0,28,Urban,Residential,0,281.78666666666663,255.208
C00902,1,308.01,,198.92,109.09,230.17,2.052,0.906,1,30,Rural,Residential,0,,
C01350,1,244.67,,182.08,62.59,233.54,1.55,0.939,19,30,Urban,Residential,0,,
C01014,6,257.36,229.28,145.63,111.73,228.53,1.675,0.934,3,29,Rural,Residential,0,225.25,205.002
C00819,2,272.64,254.84,202.12,70.52,238.41,1.782,0.892,2,28,Semi-Urban,Residential,0,254.84,254.84
C00741,1,247.2,,181.06,66.14,231.49,,0.969,10,30,Semi-Urban,Residential,0,,
C00311,4,1404.94,909.69,846.01,558.93,232.57,9.33,0.899,13,30,Semi-Urban,Commercial,0,947.5333333333333,947.5333333333333
C00165,3,133.09,125.26,94.65,38.43,230.69,0.934,0.858,13,29,Semi-Urban,Residential,0,117.72,117.72
C01308,2,106.95,112.17,75.8,31.15,231.18,0.691,0.93,16,30,Rural,Residential,0,112.17,112.17
C00659,5,4272.03,3655.92,2687.26,1584.77,221.22,30.044,0.893,6,30,Urban,Industrial,0,3454.8233333333337,3529.2799999999997
C01300,4,1262.53,1129.18,909.85,352.68,230.11,7.918,0.962,19,28,Urban,Commercial,0,1049.1033333333335,1049.1033333333335
C01391,4,1126.63,1001.0,686.13,440.51,233.17,8.069,0.832,7,30,Semi-Urban,Commercial,0,971.4900000000001,971.4900000000001
C01388,6,342.03,384.59,188.52,153.51,224.64,2.318,0.912,6,28,Urban,Residential,0,343.54999999999995,318.236
C00675,6,615.01,833.25,390.33,224.68,231.28,4.131,0.894,8,28,Rural,Commercial,0,721.4733333333334,660.508
C01043,6,219.99,183.68,141.05,78.94,217.4,1.458,0.964,11,30,Semi-Urban,Residential,0,175.35333333333332,174.14600000000002
C00581,6,950.25,1266.73,589.75,360.5,226.6,6.657,0.875,4,29,Urban,Commercial,0,1099.9933333333333,982.21
C01015,6,387.96,383.46,287.09,100.86,230.22,2.384,0.982,1,30,Semi-Urban,Residential,0,343.2833333333333,312.96
C00413,3,1148.31,938.23,816.94,331.37,228.28,8.207,0.851,13,29,Semi-Urban,Commercial,0,891.99,891.99
C00874,1,219.26,,151.16,68.1,232.21,1.471,0.892,13,30,Urban,Residential,0,,
C01076,5,1166.18,1122.58,728.78,437.39,228.71,7.38,0.96,13,30,Rural,Commercial,0,1120.6733333333332,1105.665
C00646,4,2194.6,3784.75,1625.3,569.31,229.73,14.158,0.937,16,29,Rural,Industrial,0,3773.4533333333334,3773.4533333333334
C00200,5,278.04,266.32,197.06,80.97,228.5,1.941,0.871,4,29,Semi-Urban,Residential,0,228.03,219.1525
C00697,6,377.92,350.26,267.76,110.16,234.2,2.465,0.909,15,28,Urban,Residential,0,324.18,300.898
C00254,1,399.8,,283.49,116.31,229.65,2.708,0.893,17,29,Urban,Commercial,0,,
C01365,5,160.46,137.51,100.03,60.43,227.04,1.184,0.829,0,29,Semi-Urban,Residential,0,141.5,135.3475
C00913,6,298.58,302.48,164.65,133.93,233.84,1.915,0.926,2,30,Urban,Residential,0,299.54333333333335,273.616
C01136,3,288.26,288.06,211.89,76.36,233.5,1.795,0.955,16,29,Rural,Residential,0,302.65999999999997,302.65999999999997
C00300,6,295.89,312.84,168.4,127.49,235.72,2.035,0.857,0,29,Semi-Urban,Residential,0,309.48,294.184
C00170,1,598.54,,402.4,196.14,223.88,3.801,0.977,15,30,Urban,Commercial,0,,
C00022,3,536.14,431.29,389.88,146.26,235.16,3.68,0.861,17,30,Urban,Commercial,0,439.07000000000005,439.07000000000005
C00228,3,2768.14,2759.4,1529.07,1239.07,234.37,17.698,0.927,1,29,Rural,Industrial,0,2680.4449999999997,2680.4449999999997
C01268,4,2187.6,1835.29,1343.23,844.37,236.68,14.47,0.887,13,29,Semi-Urban,Industrial,0,1732.8,1732.8
C00746,1,216.77,,162.18,54.59,230.0,1.468,0.892,8,29,Rural,Residential,0,,
C00149,4,2162.64,1965.63,1511.63,651.01,221.43,15.346,0.884,13,28,Rural,Industrial,0,1881.0433333333333,1881.0433333333333
C00466,4,211.92,183.71,155.45,56.47,221.99,1.457,0.91,2,29,Urban,Residential,0,177.13,177.13
C00329,2,763.15,685.97,505.28,257.87,234.75,4.691,0.962,19,28,Rural,Commercial,0,685.97,685.97
C00910,2,205.63,240.5,128.71,76.92,229.07,1.336,0.933,4,30,Semi-Urban,Residential,0,240.5,240.5
C00734,6,174.93,164.48,125.45,49.47,230.31,1.158,0.911,4,29,Urban,Residential,0,152.21666666666667,142.386
C00960,4,165.13,129.95,116.85,48.27,229.84,1.132,0.882,7,29,Rural,Residential,0,127.27999999999999,127.27999999999999
C01088,6,490.97,470.23,298.02,192.95,233.09,3.029,0.966,11,29,Urban,Commercial,0,391.88000000000005,380.662
C01050,1,287.15,,208.01,79.13,233.61,1.754,0.973,14,29,Rural,Residential,0,,
C00654,6,162.23,55.99,104.76,57.47,238.02,1.039,0.912,4,30,Rural,Residential,0,120.14666666666669,114.758
C00903,2,117.37,128.56,71.73,45.64,233.96,0.786,0.886,5,30,Semi-Urban,Residential,0,128.56,128.56
C01389,5,1059.6,922.38,701.14,358.46,227.57,6.872,0.941,11,29,Urban,Commercial,0,944.2233333333334,896.8475
C00542,4,3565.94,2804.94,2040.39,1525.55,240.4,22.303,0.924,0,30,Urban,Industrial,0,2882.2033333333334,2882.2033333333334
C01096,1,144.73,,102.68,42.05,235.14,0.951,0.899,13,28,Urban,Residential,0,,
C01107,3,211.88,206.76,145.14,66.74,236.1,1.362,0.915,13,30,Urban,Residential,0,198.61,198.61
C01381,4,271.06,239.13,157.73,113.32,239.17,1.75,0.9,11,29,Urban,Residential,0,256.95,256.95
C00202,3,1376.85,990.82,889.82,487.02,235.37,8.748,0.929,3,28,Semi-Urban,Commercial,0,1014.9200000000001,1014.9200000000001
C00645,5,255.25,313.38,172.89,82.36,237.48,,0.96,15,30,Urban,Residential,1,300.41333333333336,306.6775
C01424,1,270.84,,186.77,84.07,228.85,1.712,0.96,12,29,Urban,Residential,0,,
C00678,4,402.04,365.43,228.47,173.57,227.88,2.876,0.852,19,30,Urban,Residential,0,330.1066666666666,330.1066666666666
C01386,4,1254.7,1040.2,900.8,353.9,232.29,8.228,,10,28,Rural,Commercial,0,1048.7733333333333,1048.7733333333333
C01250,4,239.76,189.3,179.53,60.24,235.17,1.448,0.978,7,29,Semi-Urban,Residential,0,181.63,181.63
C00207,4,106.47,99.18,74.47,32.0,234.04,0.724,0.873,17,30,Semi-Urban,Residential,1,202.65666666666667,202.65666666666667
C00382,4,612.41,538.75,358.51,253.9,235.06,3.782,0.957,14,29,Semi-Urban,Commercial,0,486.50666666666666,486.50666666666666
C00457,5,189.65,277.11,114.2,75.45,240.3,1.22,0.899,5,28,Rural,Residential,0,216.1266666666667,199.57750000000001
C00046,6,382.83,367.56,277.38,105.45,227.32,2.456,0.952,14,28,Urban,Residential,0,352.4266666666667,329.056
C00765,2,178.53,168.85,120.73,57.8,222.18,1.194,0.935,3,29,Semi-Urban,Residential,0,168.85,168.85
C00173,4,173.7,168.43,109.92,63.79,230.17,1.145,0.915,11,29,Urban,Residential,0,152.3033333333333,152.3033333333333
C00205,6,2662.21,2598.14,1975.03,687.18,233.09,17.12,0.927,14,29,Semi-Urban,Industrial,0,2123.183333333333,2053.7059999999997
C01140,1,1089.44,,745.09,344.35,230.09,7.112,0.925,7,30,Urban,Commercial,0,,
C00169,1,152.95,,98.42,54.52,233.16,0.994,0.916,2,30,Urban,Residential,0,,
C01342,4,733.19,575.73,529.14,204.06,218.22,5.02,0.93,10,29,Urban,Commercial,0,623.8933333333333,623.8933333333333
C00864,1,265.03,,187.8,77.23,230.01,1.853,0.864,10,29,Urban,Residential,0,,
C00639,1,232.79,,151.07,81.72,229.74,1.624,0.866,9,30,Urban,Residential,0,,
C00423,1,334.16,,192.77,141.39,231.61,2.078,0.964,2,29,Urban,Residential,0,,
C00716,4,1266.91,855.77,817.41,449.49,226.0,8.345,0.933,1,29,Urban,Commercial,0,846.9266666666666,846.9266666666666
C00177,3,294.23,285.18,189.32,104.91,227.69,2.097,0.856,8,29,Urban,Residential,0,247.32,247.32
C01044,5,1185.48,1376.41,731.18,454.29,226.43,7.879,0.923,1,30,Urban,Commercial,0,1143.7466666666667,1089.68
C01224,4,186.38,187.18,134.55,51.83,237.55,1.128,0.966,15,30,Semi-Urban,Residential,0,180.82666666666668,180.82666666666668
C00047,6,330.9,567.54,225.16,105.74,228.72,5.616,0.358,8,30,Semi-Urban,Commercial,1,436.3933333333334,431.188
C00174,6,219.88,283.32,158.63,61.25,229.37,1.387,0.96,0,28,Semi-Urban,Residential,0,237.01999999999998,218.77399999999997
C00220,3,150.89,148.8,105.64,45.25,224.57,0.993,0.94,16,29,Semi-Urban,Residential,0,144.54000000000002,144.54000000000002
C01110,1,153.26,,109.7,43.57,232.04,1.021,0.898,1,30,Urban,Residential,0,,
C00162,3,116.67,135.35,77.33,39.34,230.14,0.797,0.884,15,29,Urban,Residential,1,141.935,141.935
C00397,6,246.42,201.45,173.86,72.57,238.5,1.523,0.943,6,29,Urban,Residential,0,183.91,171.41199999999998
C01314,4,791.26,758.3,585.64,205.63,236.58,,0.972,16,30,Urban,Commercial,0,691.4333333333334,691.4333333333334
C00324,2,172.38,203.39,116.48,55.9,224.54,1.094,0.974,9,30,Urban,Residential,0,203.39,203.39
C01185,6,227.16,292.2,128.07,99.09,229.2,1.522,0.904,4,30,Rural,Residential,0,255.38333333333333,215.92399999999998
C00213,3,828.27,823.16,562.02,266.25,224.63,5.657,0.905,0,30,Semi-Urban,Commercial,0,821.21,821.21
C00104,2,138.66,151.59,99.46,39.2,238.34,0.874,0.925,10,30,Semi-Urban,Residential,0,151.59,151.59
C01198,4,339.4,357.37,248.92,90.48,231.21,2.27,0.898,16,30,Rural,Residential,0,327.86333333333334,327.86333333333334
C00291,3,261.01,250.22,186.79,74.21,229.34,1.78,0.888,3,29,Semi-Urban,Residential,0,237.76,237.76
C00232,5,174.38,187.98,71.49,102.89,225.47,1.865,0.576,7,20,Urban,Residential,1,191.58,200.6675
C01341,3,340.85,221.34,202.24,138.61,236.04,2.139,0.938,15,29,Urban,Residential,0,251.47500000000002,251.47500000000002
C00991,4,135.54,45.62,44.0,91.54,221.47,1.883,0.451,7,25,Urban,Residential,1,138.93,138.93
C00264,2,267.78,306.71,176.91,90.87,231.23,1.724,0.933,14,28,Semi-Urban,Residential,0,306.71,306.71
C00276,6,507.95,724.99,374.85,133.1,226.22,3.516,0.887,1,29,Urban,Commercial,0,640.5733333333334,571.98
C00595,5,284.1,354.53,190.87,93.23,231.77,1.729,0.985,18,29,Urban,Residential,0,300.43333333333334,294.0825
C00393,1,107.75,,60.41,47.34,231.97,0.779,0.829,3,30,Rural,Residential,0,,
C00369,5,948.05,891.35,701.62,246.43,233.78,6.287,0.896,18,29,Semi-Urban,Commercial,0,741.4933333333333,695.05
C01020,3,266.41,258.29,188.44,77.97,225.84,1.688,0.97,15,30,Semi-Urban,Residential,0,239.12,239.12
C01385,1,649.83,,382.8,267.03,218.39,4.235,0.976,12,29,Semi-Urban,Commercial,0,,
C01009,5,166.52,139.51,113.22,53.3,226.73,1.104,0.924,6,29,Urban,Residential,0,134.11666666666667,131.4625
C00530,5,332.67,300.3,203.8,128.87,223.73,2.15,0.96,8,28,Urban,Residential,0,292.2233333333333,290.46
C00533,1,775.1,,494.85,280.24,221.59,4.907,0.99,11,30,Urban,Commercial,0,,
C00218,6,676.44,738.31,412.34,264.1,227.83,4.18,0.986,19,29,Urban,Commercial,0,749.4,718.92
C01017,4,237.83,175.97,133.95,103.88,235.09,1.445,0.973,10,29,Semi-Urban,Residential,0,186.89,186.89
C00096,6,148.45,145.94,84.99,63.46,231.81,0.942,0.944,18,29,Urban,Residential,0,138.88333333333335,132.984
C00394,3,206.91,205.61,122.93,83.98,234.14,1.296,0.947,15,30,Rural,Residential,0,190.44,190.44
C01110,3,192.1,158.72,125.04,67.06,234.09,1.151,0.99,1,30,Urban,Residential,0,155.99,155.99
C00968,1,183.07,,124.14,58.93,237.74,1.134,0.943,14,29,Urban,Residential,0,,
C01289,2,176.19,137.47,104.86,71.33,236.35,1.145,0.904,3,29,Urban,Residential,0,137.47,137.47
C01241,6,951.13,854.58,701.93,249.2,225.96,6.507,0.899,15,29,Semi-Urban,Commercial,0,855.8233333333333,767.208
C00214,3,2643.12,2125.38,1821.66,821.46,230.08,17.623,0.905,7,30,Semi-Urban,Industrial,0,2331.55,2331.55
C01340,3,4595.27,4627.42,3418.26,1177.0,228.61,28.879,0.967,9,29,Rural,Industrial,0,4335.74,4335.74
C00827,2,1047.08,1127.16,656.55,390.52,241.31,6.415,0.939,2,29,Urban,Commercial,0,1127.16,1127.16
C01362,2,172.46,180.3,114.85,57.61,226.25,1.154,0.917,6,30,Urban,Residential,0,180.3,180.3
C00983,6,1511.52,1405.85,892.16,619.36,230.69,9.964,0.913,7,30,Semi-Urban,Industrial,0,1490.3033333333333,1453.386
C00955,1,504.58,,287.94,216.64,228.02,3.406,0.902,11,30,Semi-Urban,Commercial,0,,
C00333,2,661.95,733.64,398.31,263.64,231.97,4.242,0.934,10,29,Urban,Commercial,0,733.64,733.64
C00440,6,362.03,400.12,240.89,121.14,229.04,2.402,0.914,12,28,Semi-Urban,Residential,0,375.70666666666665,335.186
C00045,6,293.55,296.95,219.68,73.87,232.35,1.995,0.88,12,28,Rural,Residential,0,307.2,273.64
C00105,6,206.11,217.98,148.15,57.96,229.6,1.39,0.897,3,29,Urban,Residential,0,210.67333333333332,190.28799999999998
C01222,4,236.09,229.31,146.76,89.33,227.04,1.517,0.952,15,28,Semi-Urban,Residential,0,203.15,203.15
C00514,4,301.57,236.54,176.35,125.22,228.81,2.018,0.907,7,29,Semi-Urban,Residential,0,230.35666666666665,230.35666666666665
C00578,5,386.78,461.95,279.25,107.53,223.38,2.525,0.953,1,29,Rural,Residential,0,369.4866666666667,362.76
C01072,5,895.48,1016.83,634.39,261.09,238.31,5.832,0.895,0,30,Rural,Commercial,0,816.3000000000001,780.665
C01403,5,240.32,218.81,162.16,78.16,229.99,1.532,0.947,4,30,Urban,Residential,0,228.69333333333336,216.13
C00733,5,220.75,201.84,134.02,86.73,231.33,1.471,0.901,9,30,Urban,Residential,0,175.49,170.7
C00671,4,291.26,289.3,160.59,130.66,233.58,1.862,0.93,6,28,Rural,Residential,0,267.7833333333333,267.7833333333333
C01466,5,4906.13,5676.68,3512.66,1393.47,233.67,31.37,0.93,16,28,Urban,Industrial,0,4922.346666666667,4843.7825
C00924,6,261.07,281.7,195.36,65.7,232.17,1.767,0.884,18,30,Semi-Urban,Residential,0,294.63333333333327,282.17199999999997
C00929,1,146.39,,87.05,59.34,228.82,0.989,0.898,5,29,Urban,Residential,0,,
C00342,1,317.81,,225.74,92.07,233.13,2.135,0.887,0,30,Semi-Urban,Residential,0,,
C00727,1,152.56,,111.51,41.05,224.6,1.079,0.874,1,30,Semi-Urban,Residential,0,,
C01293,2,210.74,257.71,120.02,90.72,236.96,1.371,0.901,12,28,Semi-Urban,Residential,0,257.71,257.71
C00353,2,867.87,729.94,612.04,255.83,227.72,6.114,0.866,9,30,Urban,Commercial,0,729.94,729.94
C00005,4,323.2,361.61,242.04,81.16,215.6,2.345,0.888,2,28,Rural,Residential,0,313.10999999999996,313.10999999999996
C00341,1,248.26,,172.21,76.05,233.96,1.585,0.93,17,29,Urban,Residential,0,,
C00655,5,1024.79,808.14,567.51,457.27,235.31,6.293,0.961,4,30,Rural,Commercial,0,757.4466666666667,741.325
C00490,5,318.21,289.07,192.98,125.23,220.62,2.042,0.981,18,29,Rural,Residential,0,262.26666666666665,254.72250000000003
C00537,1,211.1,,151.52,59.58,222.38,1.407,0.937,14,29,Rural,Residential,0,,
C00823,2,298.04,245.55,217.88,80.17,228.69,1.973,0.917,4,29,Semi-Urban,Residential,0,245.55,245.55
C00636,5,1012.42,896.71,688.23,324.19,225.28,6.605,0.945,10,29,Urban,Commercial,0,841.5933333333332,839.8299999999999
C00022,4,358.63,536.14,226.08,132.56,236.12,2.363,0.893,17,29,Urban,Commercial,0,471.4266666666667,471.4266666666667
C01223,2,287.26,287.59,187.72,99.54,222.42,2.007,0.894,7,29,Urban,Residential,0,287.59,287.59
C01018,3,285.48,240.49,208.87,76.61,237.35,1.689,0.989,4,29,Semi-Urban,Residential,0,233.005,233.005
C00380,5,331.62,379.57,228.3,103.32,232.48,2.234,0.887,0,29,Semi-Urban,Residential,0,325.40000000000003,309.42
C00767,4,191.69,160.06,137.69,54.0,232.1,1.221,0.94,4,30,Urban,Residential,0,169.97333333333333,169.97333333333333
C00003,2,131.61,119.19,80.17,51.44,231.47,0.826,0.956,12,28,Urban,Residential,0,119.19,119.19
C01389,6,880.45,1059.6,523.6,356.85,232.98,5.751,0.913,11,28,Urban,Commercial,0,976.1566666666668,929.3979999999999
C00747,1,117.36,,65.28,52.09,227.17,0.766,0.936,16,30,Urban,Residential,0,,
C00992,2,186.74,153.19,131.25,55.49,236.97,1.267,0.864,11,28,Urban,Residential,0,153.19,153.19
C00255,2,179.63,185.86,98.84,80.79,229.11,1.182,0.921,10,30,Urban,Residential,0,185.86,185.86
C00395,2,100.86,134.08,66.77,34.09,234.02,0.653,0.916,16,28,Semi-Urban,Residential,0,134.08,134.08
C00775,5,598.51,544.99,382.44,216.07,237.13,3.833,0.915,3,30,Urban,Commercial,0,478.4166666666667,464.24
C00509,5,260.19,294.56,187.52,72.66,226.7,1.751,0.91,0,30,Urban,Residential,0,245.32000000000002,238.3775
C00668,4,1200.61,1140.89,753.57,447.04,229.72,7.647,0.949,12,30,Urban,Commercial,0,1037.8166666666668,1037.8166666666668
C01164,3,162.81,162.99,120.23,42.58,232.32,1.029,0.946,17,29,Urban,Residential,0,166.435,166.435
C00391,1,198.93,,146.7,52.23,239.56,1.307,0.883,6,28,Urban,Residential,0,,
C00063,3,131.2,120.12,88.05,43.15,226.01,0.875,0.921,14,30,Semi-Urban,Residential,0,128.285,128.285
C01202,6,258.38,229.58,161.57,96.81,219.05,1.752,0.935,10,29,Rural,Residential,0,231.96666666666667,213.26799999999997
C01080,4,142.36,59.71,97.83,44.53,233.49,0.929,0.912,10,28,Rural,Residential,0,96.45,96.45
C00088,4,149.71,128.03,83.6,66.11,225.04,0.975,0.948,16,29,Urban,Residential,0,125.19,125.19
C00157,4,863.72,769.99,520.42,343.29,226.49,6.277,0.844,15,28,Rural,Commercial,0,750.3833333333333,750.3833333333333
C00562,4,276.74,251.82,187.89,88.85,232.18,1.757,0.942,12,30,Urban,Residential,0,233.66,233.66
C00954,1,404.59,,265.75,138.84,230.74,2.491,0.978,0,30,Urban,Commercial,0,,
C00763,2,180.7,188.62,112.23,68.47,231.76,1.196,0.905,12,30,Urban,Residential,0,188.62,188.62
C01150,2,595.15,642.84,336.68,258.46,228.13,4.093,0.885,10,30,Urban,Commercial,0,642.84,642.84
C00358,6,224.57,224.12,148.0,76.57,226.4,1.508,0.913,13,30,Rural,Residential,0,205.48000000000002,189.888
C00599,4,334.35,232.86,205.03,129.32,231.3,2.103,0.955,12,28,Rural,Residential,0,242.25666666666666,242.25666666666666
C01302,3,165.41,143.59,118.43,46.98,230.65,1.036,0.961,12,30,Urban,Residential,0,136.095,136.095
C01433,3,167.63,165.17,97.23,70.4,229.44,1.075,0.944,9,30,Rural,Residential,0,157.14499999999998,157.14499999999998
C00494,1,173.92,,117.11,56.8,233.39,1.135,0.912,2,30,Urban,Residential,0,,
C01028,3,168.58,157.26,97.19,71.39,235.65,1.116,0.89,12,29,Urban,Residential,0,148.89,148.89
C00604,6,291.48,312.53,218.05,73.43,235.97,1.872,0.917,1,30,Semi-Urban,Residential,0,312.41333333333336,288.01
C00089,2,123.08,126.83,79.25,43.83,236.34,0.772,0.937,10,29,Semi-Urban,Residential,0,126.83,126.83
